lodash	OK	install_ok	require_ok
debug	OK	install_ok	require_ok
dotenv	OK	install_ok	require_ok
bluebird	OK	install_ok	require_ok
chalk	OK	install_ok	require_ok
commander	OK	install_ok	require_ok
axios	REQUIRE_FAIL	install_ok	exit2
node-fetch	REQUIRE_FAIL	install_ok	exit2
joi	OK	install_ok	require_ok
winston	OK	install_ok	require_ok
