topic	file	result	exit	time_ms	message
fs	external/node-tests/test/parallel/test-fs-filehandle.js	fail	1	1833	<ionpower-node internal>:2: Error: require: cannot find module 'internal/test/binding' from '/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel'
fs	external/node-tests/test/parallel/test-fs-fmap.js	pass	0	2158	
fs	external/node-tests/test/parallel/test-fs-fsync.js	fail	1	2109	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-fs-fsync.js:35: Error: fs.copyFileSync: open /Users/macuser/tmp/ionpower-node/external/node-tests/test/common/../fixtures/a.js: No such file o
fs	external/node-tests/test/parallel/test-fs-internal-assertencoding.js	pass	0	1740	
fs	external/node-tests/test/parallel/test-fs-lchmod.js	skip	0	1789	
fs	external/node-tests/test/parallel/test-fs-lchown-negative-one.js	fail	1	2132	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-fs-lchown-negative-one.js:15: TypeError: fs.symlinkSync is not a function | exit handler: onexit@/Users/macuser/tmp/ionpower-node/external/nod
fs	external/node-tests/test/parallel/test-fs-lchown.js	timeout	-1	40076	30s timeout
fs	external/node-tests/test/parallel/test-fs-link.js	fail	1	2622	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-fs-link.js:20: TypeError: fs.link is not a function | exit handler: onexit@/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/tm
zlib	external/node-tests/test/parallel/test-zlib-brotli-16GB.js	fail	1	832	<ionpower-node bootstrap>:5860: Error: zlib.createBrotliDecompress: not implemented on ionpower-node
zlib	external/node-tests/test/parallel/test-zlib-brotli-dictionary.js	fail	1	18644	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-brotli-dictionary.js:89: SyntaxError: expected expression, got ')' | /Users/macuser/tmp/ionpower-node/test/vendor/babel.js:1: mutating th
zlib	external/node-tests/test/parallel/test-zlib-brotli-flush.js	fail	1	506	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/fixtures.js:21: Error: ENOENT: No such file or directory, open '/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/../fixtures/person.jpg'
zlib	external/node-tests/test/parallel/test-zlib-brotli-from-brotli.js	fail	1	921	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-brotli-from-brotli.js:13: TypeError: zlib.BrotliDecompress is not a constructor | exit handler: onexit@/Users/macuser/tmp/ionpower-node/e
zlib	external/node-tests/test/parallel/test-zlib-brotli-from-string.js	fail	1	495	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-brotli-from-string.js:27: TypeError: zlib.brotliCompress is not a function | mustCall: expected 1 calls, got 0
zlib	external/node-tests/test/parallel/test-zlib-brotli-kmaxlength-rangeerror.js	fail	1	390	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-brotli-kmaxlength-rangeerror.js:21: TypeError: zlib.brotliDecompress is not a function | mustCall: expected 1 calls, got 0
zlib	external/node-tests/test/parallel/test-zlib-brotli.js	fail	1	392	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/fixtures.js:21: Error: ENOENT: No such file or directory, open '/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/../fixtures/pss-vectors.json'
zlib	external/node-tests/test/parallel/test-zlib-close-after-error.js	fail	1	388	:0: AssertionError: undefined !== false | mustCall: expected 1 calls, got 0
zlib	external/node-tests/test/parallel/test-zlib-close-after-write.js	fail	1	490	timer: @/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-close-after-write.js:29:3 | mustCall/wrapped@/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/index.js:20:16 | _a
zlib	external/node-tests/test/parallel/test-zlib-close-in-ondata.js	timeout	-1	40018	30s timeout
zlib	external/node-tests/test/parallel/test-zlib-const.js	fail	1	410	:0: AssertionError
zlib	external/node-tests/test/parallel/test-zlib-convenience-methods.js	fail	1	570	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-convenience-methods.js:112: TypeError: invalid 'instanceof' operand zlib[method[2]] | timer: @/Users/macuser/tmp/ionpower-node/scripts/co
zlib	external/node-tests/test/parallel/test-zlib-crc32.js	fail	1	400	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-crc32.js:193: TypeError: zlib.crc32 is not a function
zlib	external/node-tests/test/parallel/test-zlib-create-raw.js	fail	1	387	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-create-raw.js:9: TypeError: invalid 'instanceof' operand zlib.InflateRaw
zlib	external/node-tests/test/parallel/test-zlib-deflate-constructors.js	fail	1	409	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-deflate-constructors.js:9: TypeError: zlib.Deflate is not a function
zlib	external/node-tests/test/parallel/test-zlib-deflate-raw-inherits.js	fail	1	393	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-deflate-raw-inherits.js:14: TypeError: DeflateRaw is undefined
zlib	external/node-tests/test/parallel/test-zlib-destroy-pipe.js	timeout	-1	40086	30s timeout
zlib	external/node-tests/test/parallel/test-zlib-destroy.js	fail	1	390	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-destroy.js:13: TypeError: ts.destroy is not a function
zlib	external/node-tests/test/parallel/test-zlib-dictionary-fail.js	fail	1	408	mustCall: expected 1 calls, got 0 | mustCall: expected 1 calls, got 0 | mustCall: expected 1 calls, got 0
zlib	external/node-tests/test/parallel/test-zlib-dictionary.js	fail	1	409	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-dictionary.js:56: TypeError: inflate.setEncoding is not a function
zlib	external/node-tests/test/parallel/test-zlib-empty-buffer.js	fail	1	24656	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-empty-buffer.js:8: SyntaxError: async functions are not enabled in the parser | /Users/macuser/tmp/ionpower-node/test/vendor/babel.js:1: 
zlib	external/node-tests/test/parallel/test-zlib-failed-init.js	fail	1	415	:0: AssertionError
zlib	external/node-tests/test/parallel/test-zlib-flush-drain-longblock.js	fail	1	400	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-flush-drain-longblock.js:16: TypeError: zipper.flush is not a function
zlib	external/node-tests/test/parallel/test-zlib-flush-drain.js	fail	1	391	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-flush-drain.js:28: TypeError: ws is undefined
zlib	external/node-tests/test/parallel/test-zlib-flush-flags.js	fail	1	386	:0: AssertionError
zlib	external/node-tests/test/parallel/test-zlib-flush-write-sync-interleaved.js	fail	1	388	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-flush-write-sync-interleaved.js:13: TypeError: decompress.setEncoding is not a function
zlib	external/node-tests/test/parallel/test-zlib-flush.js	fail	1	23380	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-flush.js:9: SyntaxError: async functions are not enabled in the parser | /Users/macuser/tmp/ionpower-node/test/vendor/babel.js:1: mutatin
zlib	external/node-tests/test/parallel/test-zlib-from-concatenated-gzip.js	fail	1	470	:0: AssertionError: abc !== abcdef
zlib	external/node-tests/test/parallel/test-zlib-from-gzip-with-trailing-garbage.js	fail	1	450	:0: AssertionError:  !== abcdef
zlib	external/node-tests/test/parallel/test-zlib-from-gzip.js	fail	1	421	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-from-gzip.js:41: Error: ENOENT: No such file or directory, open '/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/../fixt
zlib	external/node-tests/test/parallel/test-zlib-from-string.js	fail	1	509	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-from-string.js:76: TypeError: zlib.unzip is not a function | mustCall: expected 1 calls, got 0
zlib	external/node-tests/test/parallel/test-zlib-invalid-arg-value-brotli-compress.js	pass	0	393	
zlib	external/node-tests/test/parallel/test-zlib-invalid-input-memory.js	fail	1	527	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/gc.js:41: TypeError: onGcAsyncHook is undefined | timer: @/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-invalid-input-
zlib	external/node-tests/test/parallel/test-zlib-invalid-input.js	fail	1	396	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-invalid-input.js:38: TypeError: zlib.Unzip is not a function
zlib	external/node-tests/test/parallel/test-zlib-kmaxlength-rangeerror.js	fail	1	412	:0: AssertionError | timer: { |   "name": "AssertionError",
zlib	external/node-tests/test/parallel/test-zlib-maxOutputLength.js	fail	1	406	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-maxOutputLength.js:9: TypeError: zlib.brotliDecompress is not a function
zlib	external/node-tests/test/parallel/test-zlib-no-stream.js	pass	0	405	
zlib	external/node-tests/test/parallel/test-zlib-not-string-or-buffer.js	fail	1	437	:0: AssertionError
zlib	external/node-tests/test/parallel/test-zlib-object-write.js	fail	1	387	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-object-write.js:7: TypeError: Gunzip is not a constructor
zlib	external/node-tests/test/parallel/test-zlib-params.js	fail	1	388	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/fixtures.js:21: Error: ENOENT: No such file or directory, open '/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/../fixtures/person.jpg'
zlib	external/node-tests/test/parallel/test-zlib-premature-end.js	fail	1	422	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-premature-end.js:25: TypeError: stream.setEncoding is not a function
zlib	external/node-tests/test/parallel/test-zlib-random-byte-pipes.js	fail	1	20965	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-random-byte-pipes.js:44: SyntaxError: expected expression, got '=' | /Users/macuser/tmp/ionpower-node/test/vendor/babel.js:1: mutating th
zlib	external/node-tests/test/parallel/test-zlib-reset-before-write.js	fail	1	415	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-reset-before-write.js:12: TypeError: z.reset is not a function | mustCall: expected 1 calls, got 0
zlib	external/node-tests/test/parallel/test-zlib-reset-during-write.js	fail	1	395	<ionpower-node bootstrap>:5860: Error: zlib.createBrotliCompress: not implemented on ionpower-node
zlib	external/node-tests/test/parallel/test-zlib-sync-no-event.js	fail	1	386	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-sync-no-event.js:9: TypeError: zlib.Gzip is not a constructor
zlib	external/node-tests/test/parallel/test-zlib-truncated.js	timeout	-1	40025	30s timeout
zlib	external/node-tests/test/parallel/test-zlib-type-error.js	timeout	-1	40037	30s timeout
zlib	external/node-tests/test/parallel/test-zlib-unused-weak.js	fail	1	794	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-unused-weak.js:9: TypeError: globalThis.gc is not a function
zlib	external/node-tests/test/parallel/test-zlib-unzip-one-byte-chunks.js	fail	1	1020	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-unzip-one-byte-chunks.js:15: TypeError: zlib.createUnzip is not a function
zlib	external/node-tests/test/parallel/test-zlib-write-after-close.js	fail	1	1106	timer: @/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-write-after-close.js:31:1 | mustCall/wrapped@/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/index.js:20:16 | _a
zlib	external/node-tests/test/parallel/test-zlib-write-after-end.js	timeout	-1	40042	30s timeout
zlib	external/node-tests/test/parallel/test-zlib-write-after-flush.js	fail	1	1008	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-write-after-flush.js:41: TypeError: gunz.setEncoding is not a function
zlib	external/node-tests/test/parallel/test-zlib-zero-byte.js	fail	1	886	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-zero-byte.js:36: TypeError: Compressor is not a constructor
zlib	external/node-tests/test/parallel/test-zlib-zero-windowBits.js	fail	1	988	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-zero-windowBits.js:12: TypeError: test is not a function
zlib	external/node-tests/test/parallel/test-zlib-zstd-dictionary.js	fail	1	1088	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-zstd-dictionary.js:21: TypeError: zlib.zstdCompress is not a function | mustCall: expected 1 calls, got 0
zlib	external/node-tests/test/parallel/test-zlib-zstd-flush.js	fail	1	1117	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/fixtures.js:21: Error: ENOENT: No such file or directory, open '/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/../fixtures/person.jpg'
zlib	external/node-tests/test/parallel/test-zlib-zstd-from-string.js	fail	1	913	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-zstd-from-string.js:27: TypeError: zlib.zstdCompress is not a function | mustCall: expected 1 calls, got 0
zlib	external/node-tests/test/parallel/test-zlib-zstd-from-zstd.js	fail	1	1213	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-zstd-from-zstd.js:16: TypeError: zlib.ZstdDecompress is not a constructor | exit handler: onexit@/Users/macuser/tmp/ionpower-node/externa
zlib	external/node-tests/test/parallel/test-zlib-zstd-kmaxlength-rangeerror.js	fail	1	937	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-zlib-zstd-kmaxlength-rangeerror.js:22: TypeError: zlib.zstdDecompress is not a function | mustCall: expected 1 calls, got 0
zlib	external/node-tests/test/parallel/test-zlib-zstd-pledged-src-size.js	fail	1	1110	mustCall: expected 1 calls, got 0 | mustCall: expected 1 calls, got 0 | mustCall: expected 1 calls, got 0
zlib	external/node-tests/test/parallel/test-zlib-zstd.js	fail	1	1252	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/fixtures.js:21: Error: ENOENT: No such file or directory, open '/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/../fixtures/pss-vectors.json'
crypto	external/node-tests/test/parallel/test-crypto-aes-wrap.js	skip	0	1340	
crypto	external/node-tests/test/parallel/test-crypto-argon2-job.js	timeout	1	36401	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-argon2-unsupported.js	fail	1	721	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-argon2.js	timeout	1	36532	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-async-sign-verify.js	timeout	1	36791	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-authenticated-stream.js	skip	0	700	
crypto	external/node-tests/test/parallel/test-crypto-authenticated.js	timeout	-1	40086	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-certificate.js	timeout	1	32250	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-cipheriv-decipheriv.js	fail	1	1151	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-classes.js	fail	1	1067	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-default-shake-lengths-oneshot.js	fail	1	1072	<ionpower-node bootstrap>:1471: Error: crypto: algorithm shake128 not supported (md5/sha1/sha224/sha256/sha384/sha512 inline)
crypto	external/node-tests/test/parallel/test-crypto-default-shake-lengths.js	skip	0	1043	
crypto	external/node-tests/test/parallel/test-crypto-dep0203.js	timeout	-1	40043	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-dep0204.js	timeout	-1	40028	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-des3-wrap.js	skip	0	817	
crypto	external/node-tests/test/parallel/test-crypto-dh-constructor.js	fail	1	1225	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-dh-curves.js	fail	1	1165	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-dh-curves.js:16: TypeError: crypto.createDiffieHellman is not a function
crypto	external/node-tests/test/parallel/test-crypto-dh-errors.js	fail	1	1104	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-dh-generate-keys.js	fail	1	1103	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-dh-group-setters.js	fail	1	1559	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-dh-group-setters.js:10: TypeError: crypto.getDiffieHellman is not a function
crypto	external/node-tests/test/parallel/test-crypto-dh-leak.js	fail	1	1169	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-dh-modp2-views.js	fail	1	973	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-dh-modp2-views.js:10: TypeError: crypto.createDiffieHellmanGroup is not a function
crypto	external/node-tests/test/parallel/test-crypto-dh-modp2.js	fail	1	816	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-dh-modp2.js:9: TypeError: crypto.createDiffieHellmanGroup is not a function
crypto	external/node-tests/test/parallel/test-crypto-dh-odd-key.js	fail	1	744	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-dh-padding.js	fail	1	643	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-dh-padding.js:101: TypeError: crypto.getDiffieHellman is not a function
crypto	external/node-tests/test/parallel/test-crypto-dh-shared.js	fail	1	685	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-dh-shared.js:9: TypeError: crypto.createDiffieHellmanGroup is not a function
crypto	external/node-tests/test/parallel/test-crypto-dh-stateless.js	timeout	-1	40087	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-dh.js	fail	1	1052	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-domain.js	fail	1	1049	<ionpower-node internal>:2: Error: require: cannot find module 'domain' from '/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel'
crypto	external/node-tests/test/parallel/test-crypto-domains.js	fail	1	988	<ionpower-node internal>:2: Error: require: cannot find module 'domain' from '/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel'
crypto	external/node-tests/test/parallel/test-crypto-ecb.js	fail	1	1021	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-ecdh-convert-key.js	fail	1	1072	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-ecdh-convert-key.js:43: TypeError: getCurves is not a function
crypto	external/node-tests/test/parallel/test-crypto-ecdh-setpublickey-deprecation.js	fail	1	18081	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-ecdh-setpublickey-deprecation.js:22: SyntaxError: missing ( before catch | /Users/macuser/tmp/ionpower-node/test/vendor/babel.js:1: mut
crypto	external/node-tests/test/parallel/test-crypto-eddsa-variants.js	fail	1	782	<ionpower-node bootstrap>:2940: Error: Buffer.from base64: bad character
crypto	external/node-tests/test/parallel/test-crypto-encap-decap.js	fail	1	12283	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-encap-decap.js:125: SyntaxError: invalid property id | /Users/macuser/tmp/ionpower-node/test/vendor/babel.js:1: mutating the [[Prototyp
crypto	external/node-tests/test/parallel/test-crypto-encoding-validation-error.js	fail	1	738	:0: AssertionError
crypto	external/node-tests/test/parallel/test-crypto-fips.js	timeout	1	33867	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-from-binary.js	pass	0	10565	
crypto	external/node-tests/test/parallel/test-crypto-gcm-explicit-short-tag.js	fail	1	659	:0: AssertionError
crypto	external/node-tests/test/parallel/test-crypto-gcm-implicit-short-tag.js	fail	1	734	:0: AssertionError
crypto	external/node-tests/test/parallel/test-crypto-getcipherinfo.js	fail	1	707	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-getcipherinfo.js:16: TypeError: getCipherInfo is not a function
crypto	external/node-tests/test/parallel/test-crypto-hash-stream-pipe.js	fail	1	712	<ionpower-node bootstrap>:1471: Error: crypto: algorithm sha3-512 not supported (md5/sha1/sha224/sha256/sha384/sha512 inline)
crypto	external/node-tests/test/parallel/test-crypto-hash.js	fail	1	781	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-hash.js:33: TypeError: a5.end is not a function
crypto	external/node-tests/test/parallel/test-crypto-hkdf.js	fail	1	832	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-hmac.js	timeout	1	38820	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-job-error-parity.js	fail	1	715	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/fixtures.js:25: Error: ENOENT: No such file or directory, open '/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/../fixtures/keys/ed25519_private.pem'
crypto	external/node-tests/test/parallel/test-crypto-key-objects-messageport.js	fail	1	12290	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-key-objects-messageport.js:44: SyntaxError: async functions are not enabled in the parser | /Users/macuser/tmp/ionpower-node/test/vendo
crypto	external/node-tests/test/parallel/test-crypto-key-objects-raw.js	fail	1	752	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/fixtures.js:25: Error: ENOENT: No such file or directory, open '/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/../fixtures/keys/ec_p256_public.pem'
crypto	external/node-tests/test/parallel/test-crypto-key-objects-to-crypto-key.js	fail	1	748	/Users/macuser/tmp/ionpower-node/scripts/conformance/../../external/node-tests/test/parallel/test-crypto-key-objects-to-crypto-key.js:35: TypeError: key.toCryptoKey is not a function
crypto	external/node-tests/test/parallel/test-crypto-key-objects.js	timeout	-1	40038	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-dsa-key-object.js	fail	1	985	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-dsa.js	timeout	1	39339	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-elliptic-curve-jwk-ec.js	timeout	-1	40018	30s timeout
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-elliptic-curve-jwk-rsa.js	fail	1	19780	timer: { |   "name": "AssertionError", |   "message": "undefined !== RSA"
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-elliptic-curve-jwk.js	fail	1	2111	timer: { |   "name": "AssertionError", |   "message": "assert failed"
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-encrypted-private-key-der.js	fail	1	6389	timer: { |   "name": "AssertionError", |   "message": "assert failed"
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-encrypted-private-key.js	fail	1	4353	timer: { |   "name": "AssertionError", |   "message": "assert failed"
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-explicit-elliptic-curve-encrypted-p256.js	fail	1	725	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-explicit-elliptic-curve-encrypted.js.js	fail	1	772	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-explicit-elliptic-curve.js	fail	1	25796	timer: { |   "name": "AssertionError", |   "message": "object !== string"
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-named-elliptic-curve-encrypted-p256.js	fail	1	742	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-named-elliptic-curve-encrypted.js	fail	1	750	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-named-elliptic-curve.js	fail	1	25154	timer: { |   "name": "AssertionError", |   "message": "object !== string"
crypto	external/node-tests/test/parallel/test-crypto-keygen-async-rsa.js	fail	1	700	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-keygen-bit-length.js	fail	1	694	/Users/macuser/tmp/ionpower-node/external/node-tests/test/common/crypto.js:6: mutating the [[Prototype]] of an object will cause your code to run very slowly; instead create the object with the correct initial [[Prototype]] value using Obje
crypto	external/node-tests/test/parallel/test-crypto-keygen-dh-classic.js	pass	0	674	
crypto	external/node-tests/test/parallel/test-crypto-keygen-eddsa.js	fail	1	1873	timer: { |   "name": "AssertionError", |   "message": "deepEqual failed"
crypto	external/node-tests/test/parallel/test-crypto-keygen-empty-passphrase-no-error.js	fail	1	13289	timer: { |   "name": "AssertionError", |   "message": "object !== string"
